ID,Rating,Review Content,Date,Country
R1EKTN5R0KSRFR,1,Bought this last year and used once. Gone to use it again and there is no power. The battery is charging fine. Apparently there is two years warranty but I can’t find anywhere to get support..,29/05/2024,United Kingdom 
R1ENN8L5WHSFJ,1,Led is useless it barely lights up with a fast charger. Purchased on price and whilst it seems to charge OK (fast charge is nonsense) the usp of having a led charging light is utterly pointless given that you need to squint to see it even in the dark and it too is drawing power during charging.Wouldn't bother buying again as I'm sure there will be another better offer come the time I need a new cable.,23/10/2024,United Kingdom 
R1EO883AS5CXWE,1,These are not fast charging cables. It takes these cables 3-6 hours to fully charge my phone whilst other cables in the same plug take 1h30.,02/04/2025,United Kingdom 
R1EOQ4KGEN9EHY,2,"The picture is deceiving, admittedly I did not read the rest of the description as I have purchased the same item before so I know what it is like. Because of this I went based of the picture.",18/08/2024,United Kingdom 
R1EPC0F4VWVVO2,1,"Bought to monitor blood pressure but measurements are inaccurate and varied so not fit for purpose. I have contacted OMRON customer services twice, first time they instructed me to buy new batteries at a cost of £5+ and reset which made no difference and the second time they said they would mail me, as yet i have not received a mail. I fear an uphill battle, wish i had never purchased. Putting my blood pressure UP!Update: after 3rd call to customer services they requested I send back for calibration at my own cost believe it or not so that’s another £3.50",17/10/2023,United Kingdom
R1ESDLZWVZEZB1,2,Very cheap materials were used for the desk and the instructions were difficult to follow.,05/09/2023,United States
R1EXHECZMERBRW,3,Too many parts to put together especially grass box should be one piece keeps falling apart when taking grass out not sturdy enough,01/01/2025,United Kingdom 
R1EXVELZOF1WE4,3,"My readings for the last couple of months have been very high, especially the bottom number. My Dr decided to check on surgery over a few days and 145/86 is the average. Maybe because I am heavy set and oversized, maybe the cuff simply isn't big exough. Seems to work great for normal size people but take care if plus sized and have big/flabby arms like I do, seems to make it erraric",25/06/2024,United Kingdom
R1EYEBDGWLNJZ0,3,"I have purchased two of these desks. The first arrived without defects, and the second had no noticeable dents to the packaging. However, the tabletop was damaged at the front, which must have happened before it was boxed.",03/08/2024,United Kingdom
R1EZ2OSG1349LR,3,"My old mousepad got damaged so I bought this new brand to replace it because of the cheap price however its not as good, my mouse feels sticky and sometimes doesn't track and the cursor doesn't move. Now I need to find a new better one. Buy cheap, buy twice. If you won't use it often or don't need accuracy then you probably won't mind.",15/04/2024,United Kingdom
R1EZW2NWTL5V2E,2,Disappointed with this pressure washer just no power to it at all.  Had to return it and get the K5 instead which isa dream and does what it says.,28/05/2024,United Kingdom 
R1F230ZMW7T1NZ,1,Not as described.,02/04/2025,United Kingdom 
R1F23X5QXE5YWV,2,Once the bucket is even half full the weight is too much and the hover just isn't there.Have to empty the bucket over and over.,06/07/2024,United Kingdom 
R1F2RYDQZZXNIQ,2,"Does not go through brick would not make hole in my bedroom wall, good as a screwdriver.",28/08/2021,United Kingdom 
R1F93WDI261MFM,3,"Cheap wheeled basic electric mower that can help to keep a small grass lawn neat and tidy. This is a domestic machine so do not expect a high quality finish, there will be no stripes and awkward to use near fences etc.  A lot of plastic so unlikely to last very long, not really suitable for anything other than really small areas.",20/06/2024,United Kingdom 
R1F98NDOIKXMAZ,3,"I like the watch face and the strap design but the strap is far too short. I've got it on the second to last hole and I'm not a big person. I like to wear a watch loosely, especially with silicon straps as I find them itchy but with this one it's not possible. It doesn't come with any instructions either so you will need to download them.Watch 4/5Strap 1/5",05/10/2024,United Kingdom 
R1FAFEL241BV1V,3,I have a set of these 2+ years and they’ve worked well.Bought a second set 2 weeks ago and they arrived with a cut/broken USB C cable.Sent the item back over a week ago and nothing. Other returns have been received. 50+ euro wasted (item and return cost)I’ve reduced the stars from 5 to 3 as a result. If the package returns and I get my money back I’ll review.,14/02/2025,United Kingdom
R1FBHU7LGO2U9T,1,I hit the nail puller with a hammer it it broke . One hit and it broke . Very poor quality material . Possibly very dangerous.,18/04/2023,United Kingdom 
R1FC4CRZOU9T6X,2,The main problem is the wooden desk top. To save space for shipping they have started to split the desk top making it uneven. The pieces are joined using wooden pins of terrible quality that break. Ended up going to Home Depot to buy extra wooden pins. Look for other options with even wooden tops without a split.,15/05/2022,United States
R1FCT83SUARK2K,1,They don't last 5 minutes,02/03/2024,United Kingdom
R1FDIF27CAFMFJ,2,Didn’t lastlong,26/03/2023,United Kingdom 
R1FF0WFPKUM7T2,1,Poorly made. Screen not working properly from day 1. Waste of money.,14/04/2025,United Kingdom
R1FF22Q1ZOJ3W6,3,"Not as comfortable as my old chair but it’s ok for 1-2 hours of everyday use. I wouldn’t like to sit on it for a whole day. I don’t think it will last as long as my old chair as the padding is fairly thin. On the plus side, I like that the armrests can lift and that it’s light and easy to move around. It was also very easy to assemble.",28/10/2024,United Kingdom
R1FGLZX8VK6V0A,1,It doesn't seem to work. I thought it was supposed to continuously release scent for 8 hours. Mine does it for 3 seconds and then I have to manually turn it on and off again. It's essentially a glorified air spray. Waste of money and time. I'm glad I can return it because this product is awful and I wouldn't recommend.,13/10/2023,United Kingdom 
R1FH78OST31ZKM,2,Product arrived damaged apart from that desk is sturdy and functional.,13/03/2025,United States
R1FJHJ0ARSCYV8,1,They were very good value and I was really happy with them for a month or two.... After 2 months they now bug out and switch off whenever I turn the volume knob above half 2/3rds of the way which is really disappointing. On top of this the buzzing noise has gotten so loud that its no longer bearable to use them,18/12/2020,United Kingdom
R1FNLDK3MKSDJM,1,"Original purchase of this product had to be returned inside a year as the battery charger stopped working.  It was an absolute nightmare dealing with Amazon and Ryobi, both saying it was the others responsibility to resolve the issue.After many hours of chasing I did finally get Ryobi to agree to provide a replacement unit.  This unit then stopped working inside 3 months so I still have no working hedgecutters and am back in the same loop of doom with Amazon and Ryobi but this time neither of them have been willing to resolve the issue.",20/11/2024,United Kingdom 
R1FNWBO3FXUPVA,1,This item went together very easily and the desk top and legs are good quality. The mechanical lift part was easy to install. It worked fine for the programming and two lifts. After that it would not lift again. The power light was on the controller but nothing happened. I was very disappointed as I loved this desk. I requested a return due to the defect and was issued a full refund without having to return the broken desk. If they can upgrade the lift mechanism this would be a good desk.,26/12/2024,United States
R1FOC9YKJ9RCR3,1,"Absolutely rubbish,  very weak smell, left on all night in a living room and when I came down in the morning I couldn’t smell anything!Wasted £8 when I could have just purchased 3-4 cans of air fresheners . Don’t waste your money!",11/12/2024,United Kingdom 
R1FPD3IS79GF2H,3,Very weak battery only lasted 2 days,13/12/2023,United Kingdom
R1FPM8Z1TG2PH1,3,The Tv looks fine.. unfortunately there were no supporting feet in the package and the guys atAmazon will not/cannot help! The Chinese supplier does not respond to email request..,05/07/2024,United Kingdom 
R1FXBY2DV1PSI5,3,Nice cut but does not finish the lawn with stripes. If known would have preferred to pay little extra in order to get nice striped neat finish.,13/05/2023,United Kingdom 
R1G193IY5UVJX9,1,"The nozzle gets blocked after about a day, then makes a squeaking noise every time it tries to come on and then eventually blocks completely.  No easy way to unblock.  This is a gimmick that doesn’t work.  And now it’s leaking.  Bin.",01/06/2024,United Kingdom 
R1G1BWWVXLUAZH,3,I purchased via Amazon. It has a powerful motor but very noisy as compared to my previous Bosch lawn mower. I was very disappointed when the rear left wheel came off after a five minutes use. I made several calls and sent emails to Flymo customer support service but never got any response. It was faulty wheel so I have to return it. Disassembling and packing was big headache and it took 3 hours to disassemble parts and then clean them before packing. Not a good experience,16/05/2022,United Kingdom 
R1G5R0HADWSHOP,2,"Got this in October 2023. It was fine to start with, you get what you pay for so not the best but alright for £50. Now it just keeps sinking when I sit on it, which obviously isn't ideal at all. I'll likely have to replace it soon and probably worth spending a bit more for something better.",09/01/2025,United Kingdom
R1G6H7VWOWFCD2,1,it did not work im still waiting for someone too pick up it be 2 weeks,25/09/2023,United Kingdom 
R1G7BIN3GPX646,2,"The item description states they are in a storage box, no box received.  I chose this item as it stated storage box included.  very disappointed in item description.Apart from that they are batteries, expiry date appears to be 07/2031 so nearly the 10 year shelf life claimed.",17/12/2021,United Kingdom
R1G7GL95LNCDRZ,3,Not worth buying as they don’t last long,07/04/2025,United Kingdom
R1G8CUUIPZ3885,2,"Initially I was pleased with the size of the tv, set up was OK, if a little confusing.I don't like the fact that the channels are all out of order, but I suppose I could get used that, butthe main reason for thinking of returning is that the picture which is excellent keeps flashing on and off and is most annoying. Update, TV is going back.",02/10/2024,United Kingdom 
R1GA43BCTOJ2SY,1,"This trimmer comes with no battery, why you would sell a device like this without a battery is beyond me. so, don't be fooled by the low price, it's a bit of a con.",15/08/2024,United Kingdom 
R1GA8N6PAFU8AX,2,"The overall three stars: After receiving and very carefully putting the desk together using padding at all point, I noticed dents in the desktop, as well as a chip on a corner. The dents are square- or star-shaped, like a Phillips screwdriver was tapped onto the surface, and the chip is a decently big one that I didn't create. At this price point, and for the size of the packing materials (that of course I threw away before I saw the flaws the next day in sunlight), I expect better when the product is new. Let me ding it up myself, down the line....As for the rest, I wanted to leave a review specifically for people who are smaller and not as strong, because receiving and putting together your own furniture can be quite a task.Box: The box is a big one; you'll likely need to turn it sideways--that is, not along its widest edge--to get it through an average door. Keep this in mind if you're using a dolly. At over 80 pounds, you can probably slide the box along the floor on its own over carpet, or with a towel over tile or similar. There are no extra straps to grasp, which I generally take as a good thing, but getting the box up stairs could be an issue, unless you do a wrap and drag thing with a blanket and have the strength. Of course, it's always an option to open the box and take pieces upstairs individually, but the individual pieces are heavy and apparently pretty fragile, so I'd recommend NOT unboxing before you're ready to build, if you can. The box itself is two pieces, so that's a help; once you cut through the small amount of tape, you're in. There's somewhat unfortunately not a lot of protective styrofoam inside--not a phrase I'm used to saying, but I think that would have helped here.Assembly: The two biggest pieces are inside large plastic sacks, so you can use these to slide out the desktop and the legs. Watch out for the drawer to open. I moved a piece of tape on the bottom on the desk over to hold this closed. The desktop is the heaviest piece, so have a blanket or towels ready to go, both to protect the desk and your floor and to help you turn over the desk later. Next, the legs are all one piece, and--best part--they fit upright, or upside down, against the upside-down desktop in such a way that you don't have to hold them in place or put the whole thing in a corner for support while you screw in a couple of bolts (the wrench is included--no need for your own tools). Then, the two feet get attached; if you're adding anything like a felt pad or swapping out for the casters, do that before you attach the feet to the desk. There are a couple of things to plug in, and you'll see that in the instructions. I recommend doing that while it's all still upside-down. That's it! It's pretty quick. For strength and strain, moving the box, pulling out the desktop, pulling out the legs piece, and turning the whole thing over once assembled are all of the big lifts. The last will be easiest if you don't use the separately purchased casters, but I found them strong enough to make it over the turn, with a little lifting.Features: I was most interested in the drawer, which I didn't see on other standing desks, as that keeps clutter out of sight. It could be bigger, but I won't knock it, in that beggars can't be choosers way. Having the USB ports on the corner is great for charging devices, and I haven't had any problems raising or lowering the desk, and with the added casters (on a hard-surface floor), I can quickly turn from looking out the window to where I have a meetings-friendly backdrop, move the desk for cleaning, etc. I added a hanging cord organization basket, as this doesn't have one of its own, and...well, it could, as could most desks. I'll probably add a headphones hook at some point, and I'd love to have some adjustable, floor-level but movable basket for a desktop computer, though mine is light and the desk doesn't seem to have any issues with it, a monitor, and other computers, speakers, and a lamp. I haven't tried out the presets yet, but it's good to know that with one touch, I can adjust the height to one I've already tried and found ergonomic.",05/07/2022,United States
R1GFBISZRDMA7R,1,"So much for 10 years, 2 were placed in a non intensive, small sound bar remote, and they have died already, purchased October 15th 2023, delivered October 16 2023, died December 10th 2023, bought these batteries, lots of times, never previously had a problem but looks like current stocks are duds, and a waste of money 😔",11/12/2023,United Kingdom
R1GGHUBIRUP5T5,1,That perfume has zero tobacco in it. Smalls same from beginning to end.,19/02/2024,United Kingdom 
R1GJ46P498OK86,2,Have tried to get this working and there must be a loose connection as the item turns on briefly and then stops working. Have tried different batteries and re-assembling several times but just doesn’t work.,29/11/2024,United Kingdom 
R1GJHI7HKQSK2B,1,"This is light weight mower, steering quality is okWorst part is it broke down after a few uses - I used it less than 15 times and it has stopped working completely! Waste of money!",22/09/2022,United Kingdom 
R1GJNQFQN2E8Z6,3,"I don't want to be overly harsh as it's in the cheap price range but I feel picking this mower wasn't my finest moment. It arrived quickly and despite other reviews it went together easily. It folds back down nicely to fit in a small car. The cuttings box has decent cubic volume as is easy to remove and reattach. Blade cutting width is good for a cheap electric mower and the depth lever is in an OK place to use. So far so good. However when using the depth control its hard to know what depth you've chosen. The wheels are a very cheap setup and there is far to much play on them which does make straight lines tricky. Unlike cheap qualcast mowers (that also have no rollers) this mower doesn't leave stripes. All in all there's nothing wrong with this mower, I've just had better for similar money",29/12/2021,United Kingdom 
R1GNT4TVZDRGY8,3,"It works. This replaced my Sealey pressure washer, and I found the jet pressure on this unit was not as power full as the Sealey, even though the motor wattage was the same. But it will clean stone paving.",26/07/2022,United Kingdom 
R1GQ6CXX8QP527,2,"Really love this drill! It's light weight, comfortable to hold, not loud and powerful enough for household duties. Got it a couple of days ago and started making the most of it only to realise the black drill bits are missing. I only gave 2 starts because of the missing drill bits. Otherwise I would definitely recommend for any house with light to medium DIY regularly or heavy occasional use. Not sure about battery life as have only started using it.",13/05/2020,United Kingdom 
R1GTIJKMAY9LF8,1,Broken first time of usage . Cheap for a reason .,26/01/2021,United Kingdom 
R1GYSPCTHEOG24,3,A little disappointed with these. Pretty weak sound.,01/04/2023,United Kingdom
R1GZQGCGFXLB3W,2,Dreadfully uncomfortable when taking BP Hardly anyone used it!,04/04/2024,United Kingdom
R1H21ROSZD6K2S,3,"These batteries only last a few days then I have to change them on my cabinet lights ,I put them on for 160 mins once a day the brightness soon fades.",03/10/2020,United Kingdom
R1H242OSKBSDPL,1,"So I've actually bought one of these cables before, and I liked it so much I got a three pack. Now due to my own lack of diligence I believed it was a three pack of the same length, when it was a mixture of lengths. But that's my fault, I don't fault them for it, it is clearly explained if you look.Seeing as I didn't need a short cable I gave it away to someone as soon as I realised it was short. That's going to be an issue shortly. So I went to use the cable for the first time today and when I plugged it in I noticed the light on it was much dimmer than the light on on my existing older cable. Like, so dull it's hard to notice. I plugged my phone in and it gained 1% over the span of 40 mins, on standby on my desk.So obviously the cable is defective, and you may say, well just return it and get a replacement. But I can't do that because I gave one of the cables away. In the end it doesn't function as expected, it doesn't handshake fast charging, and it's so slow it's basically useless.Frustrated is not the word. (To be clear, my first cable was good, good enough to make me buy another set. But just make sure you check all the cables work as expected before giving one away.)",11/09/2024,United Kingdom 
R1H36WK6NMJ9WP,1,The plastic handle broke off the second time I used it!!,31/07/2024,United Kingdom 
R1H59DFMY0B4TO,2,Not very good I have it in a small room and no one can smell it sure that could be the oils I have tried and I will try some more but not great for what I have tried so far. The fact that it stays on for 8hr off 16hr before coming back on is a good idea but there should be a way for you to turn it on for when you want it. I will try more oils and if there is a change I will change my review but for now I would not recommend this product would recommend people get the electronic wax melt instead.,11/07/2019,United Kingdom 
R1H9XRP0UC3EH6,1,I bought this almost a year ago but have only just started to use as was asked by surgery to record blood pressure twice a day for a week due to having high blood lressure. Sometimes it gives a reading of 102/60:or similar and then 5 minutes later 140/62 but reading taken by nurse (at my home using her monitor) was 161/75. When this is used on myself it doesn’t usually pump up to more than 140 before counting down. I don’t feel I can trust it to be a true indication of what my BP really is. I previously had a monitor with a wrist strap and got a more consistent reading with that.,19/10/2024,United Kingdom
R1HAP53XFDGCNZ,2,Fine for drilling into softer surfaces such as plasterboard and wood but for anything else it’s pretty useless. Ok as a powered screwdriver too.,16/01/2022,United Kingdom 
R1HBLX5OHYNKDN,3,"The usbc was the first to go, now one of the 2 usb ports has gone bad. Bummer because other than that it’s a 5 star desk.",14/02/2025,United States
R1HCPIN6XTDFUF,1,"This is my complete truth: this chair is completely garbage. It's made of cheap plastic and includes awful tools to put it together, along with cheap fabric glued together. The first two days of using this chair were okay, with no issues, but then it started making squeaky noises, and one of the plastic side pieces has snapped from lack of support. Honestly, you can tell it’s been 3-D printed with cheaper materials. The look of the chair was great, but there’s not enough metal; it’s just all plastic. So honestly, I would say do not buy this chair. You can get a better one for the same price.",11/02/2025,United Kingdom
R1HDWK4UCDZIQO,2,"The cable is perfectly fine, but the LED status light feels like false advertising. It says that it tells you whether the phone is receiving power, but this is misleading. The light tells you whether the wire is receiving power from the wall. That's it. It does nothing to tell you whether the phone is drawing power. So if you, say, plugged the charger half way in, you'd have no way of knowing based on the light.",03/05/2024,United Kingdom 
R1HDXATXEU0ZTV,2,"A great little device! I like the fact it is silent and quiet. My only real gripe is I am not happy about the fact it only runs for 8 hrs when switched on then if left turns itself off until the same time next day. Would have been nice to be able to disable that so it runs all the time but only a minor niggle really. Gives out enough to keep an average sized room smelling nice and fresh. Very discreet little unit. Would recommend highly. Rapid delivery from seller (amazon UK).UPDATE 7 May 2018: the unit has failed totally and it did not even use the first refill! Personally, I would avoid these until they sort the problems out. Requesting a full refund.",20/04/2018,United Kingdom 
R1HIGNE91M8I9V,3,Not able to change the date and time therefore returning now. Overall good product light weight.,19/05/2024,United Kingdom
R1HKU9ZUJRCV6Z,1,"Cheap ends up expensive. We bought this desk on Amazon based on its reviews, but as I said at the beginning, cheap ends up expensive!The desk is very nice, the size is great, and it's easy to assemble. However, the seller and customer service aren't very efficient. They’re friendly but not efficient.The mechanism that raises the desk doesn’t work, so I contacted the seller and told them that I was happy to keep the desk but asked them to send me a replacement for the damaged item. Videos, photos, emails, more videos, more photos, more emails… and five days later, despite all the evidence I've sent, they still haven't agreed to send the replacement. On top of that, they respond to emails in the middle of the night (UK time), and when I reply in the morning, I don't get a response until 3 or 4 a.m. the next day. It's frustrating.Since I got tired of all the back-and-forth emails, I decided to proceed with the return. Guess what? I have to pay for the shipping costs! And I’m not returning a 2 kg package but probably something weighing 10 kg or more. This makes me wonder, is it even worth returning it? How much am I going to have to pay? And that, ladies and gentlemen, is how this seller is making money.",04/03/2025,United Kingdom
R1HLFW6H1VTLRM,3,"I have bought four of these mouse mats over the last few years and have been left disappointed. Initially they were perfect - comfortable, compact and great value for money - but the fabric on the wrist pad split on and the gel started coming out on all of them somewhere between a month and six months after getting them... ! As the intial one I ordered was being used by my primary school aged sons during lockdown I gave the product the benefit of the doubt, thinking that my boys must have been mistreating it, and ordered a second. I also ordered a couple for our home office. Sadly we're now on our fourth one which has done the same so I am having to look for alternatives which is a real shame",02/04/2021,United Kingdom
R1HN3ORIGHSZ0X,2,Used once and very disappointed. Plastic “bolts” holding handle on keep popping  out and grass box lid is cheaply made and comes off completely instead of swinging open. Struggles with power to hover and unless your small lawn is very much flat the grass collection funnel keeps catching the ground.,18/04/2024,United Kingdom 
R1HN9GUYP7QRK,3,This TV is so basic it doesn't even have Bluetooth which is bolo...s. I honestly wouldn't buy it if I knew. It's hard to imagine that something that basic should be there and it's not...,18/09/2024,United Kingdom 
R1HO86H4HHCDBW,2,I bought this to replace my old machine that has stopped working but every time I've used the machine I've always had very high readings but when I get my BP checked by the hospital it's always normal. They mentioned it could be an issue with the cuff so I swapped out the cuff that came with this machine for the cuff on my old machine and now I'm getting accurate readings that match with the doctors. They're not just a little bit off. With my old cuff I'm getting readings of around 116/78 which is what the hospital is getting but with the cuff that came with it I'm getting readings of 158/94... That's not a small variation. So unless you have another cuff that you trust I wouldn't get this machine.,21/11/2024,United Kingdom
R1HRAELPMBFU4R,1,"Do not buy , cracked TV on arrival. Replacement sent however had to dispose of broken TV at my expense.Second TV worked for around 6 weeks .  Sent Video while still hung up on wall with fault. Contacted seller for return.  Response do you have original box?No ,how will you return it? Said had an other box. Collection arranged. TV was well wrapped with fragile labels added. Strangly arrived damaged now refused refund for alreadyfaulty TV!!!! Poor quality TV and terrible customer service. Never buy again.",04/04/2025,United Kingdom 
R1HZXCK9XXPNKX,3,"Serves as a reference, but is not 100% reliable. The first time I used it, it gave me a reading that seemed deceptive so I took several additional shots and they all gave me different values but lower than the first one.",21/10/2021,United Kingdom
R1I1R3DN7Y3465,3,Ordered and arrived on time but disappointed when open the package to find how badly the box was damaged as the title says it makes you wonder what the box went through to get hereEasy enough to use,04/11/2022,United Kingdom
R1I1TW4B6O9358,3,"I'm 40, fit and able, and this is a bit of a pig - happily the branches that need pruning only need doing once a year, but if I had to use it more regularly I think I'd be less impressed.The build quality is fine, I wouldn't say the blade moves particularly quickly, but maybe because I'm only using a basic battery - maybe a larger capacity one offers more ooopmf?",21/01/2022,United Kingdom 
R1I1UMDWOSAU4C,2,"It was good enough for the price. After a couple of weeks of use, the wrist support exploded.",13/08/2024,United Kingdom
R1I4F0C0AKMG88,3,"Great little lawnmower once the spacers were fitted. After two days of burst knuckles and trying to loosen the blade nut, ended up taking the whole thing to a friend with a garage who used his wheel nut air gun to loosen the nut. Not very helpful if you were a pensioner!!",04/06/2024,United Kingdom 
R1I8E0Q8SLZPY0,3,Not bad value,12/01/2025,United Kingdom
R1I94GE28Y65MF,3,"I have a whole load of Ryobi 1 plus garden tools and this seemed like a worthy addition to cut the top of our hedge and cut back a small apple tree. Even on the short mode it is awkward, haven’t tried it on full extension but would probably be even harder to use. There is a support stray to help with its use but not sure how much that helps.",28/09/2022,United Kingdom 
R1IFI6S90PUN5T,1,It is duplicate watch not working small dials and i checked in watch shope also because of it is not working sales man said this is really cheap quality fake copy of tommy hilfiger,06/03/2025,United Arab Emirates 
R1IHKVEWCZ4DAM,1,"All very Eco friendly, but ultimately useless. Don't use it in sunshine (the batteries overheat and stop working, then have to cool for hours before recharging).Don't use it on grass over 2 inches high, it drains the batteries quite significantly, and stops every 6 inches and wheezes and puffs.One day they'll make a decent battery powered mower, this I'm afraid is not it, avoid like the plague unless you mow your lawn daily and it needs caressing not cutting.",27/07/2020,United Kingdom 
R1IJH9ITKTIHHD,2,"Put this on my stairs, and found that it wasn't a strong enough scent for my hallway, which doesn't have a lot of floor space. Would probably be more suitable for a small bathroom or bedroom. It does smell lovely, it's just not suitable for where I wanted to use it.",22/11/2020,United Kingdom 
R1IKM9IA70DXKO,3,"After sending in results to the Doctors, They asked me to bring the machine in to test it against theres, Now I get it was 16 quid but surely it should do as needed when health is concerned, the top reading was off by a good 20/30 although the lower reading was pretty consistent with their machine the top number was well off ! reached out to the seller as we have gone past Amazon's return policy, and still yet waiting a reply !",16/10/2024,United Kingdom
R1IMG8VHDJCRL8,2,no value for money,23/09/2019,United Kingdom 
R1IRDI2GLZDPFU,1,"Used only a handful of times. Charged the battery, battery lights show its charging but no longer works in the drill. Waste of money and bitterly disappointed.",13/11/2023,United Kingdom 
R1IU3AB1QHCP3K,2,I don't care for the scent.,08/03/2025,United States 
R1IVFWB5KB966M,1,"Flat crow bar is not fit for purpose, tried lifting floorboards and it bent, had my last one many years before it died, this lasted 30 seconds!",18/09/2023,United Kingdom 
R1IVTZYVWQU05B,1,"Longevity zero ,sprayed on several times and disappears instantly  complete waste of money , feel very let down having read some good reviews, £25 down the pan",21/06/2021,United Kingdom 
R1J0FCY4NJTS68,3,"Omron is the top of the line for monitors and I've used several of them over the last 30 years. I bought this monitor last week for its SMART feature. Unfortunately, I found the readings were randomly inaccurate. It could be just my particular unit is faulty, but I can't depend on it. I am enclosing photos showing a Warning Sign for reading below 135/85. I still love Omron, I am going to buy a better Omron monitor X4.",04/04/2025,United Kingdom
R1J1Q6XWH04FOU,1,"As others have stated, it smells nice but seems to dissipate quickly.  But if you pay half as much as the competition, you should expect shorter scent duration right?",01/11/2024,United States 
R1J3MS5H4XUIJW,3,Tbh I had high expectations looking at some of the reviews 🫣 it's not very nice mind lads 👍,13/08/2024,United Kingdom 
R1J52OO202YQZM,1,"They should give me my money back for giving it a shot! Whoever makes this apparently doesn’t know what good smelling fresh tobacco smells like. Honestly, truthfully this stuff smells more of cinnamon than tobacco, after a few hours when it starts to calm down a little very , very light tobacco smell that’s not that noticeable. You really take chances buying cologne offline you’ve never smelled.",04/12/2023,United States 
R1J7FMJDX7JS0S,3,Not very sturdy but it works,15/02/2024,United Kingdom
R1J86RZH43N1B1,1,Wipes are dry as a bone! Not happy,20/07/2024,United Kingdom
R1JBLV3ODK4YTK,2,"The gel wrist support burst open after only at 8 months, and I am a relatively casual user - about 1 hour max per day. However, it worked fine up to that point",30/07/2024,United Kingdom
R1JC3BTU8WV09K,3,"The Desk is fine but Flexispot shipping process and customer service is terrible.  Bought this desk 2 years ago.I remeber the desk assembling fine, it's just really heavy so you might need another person.The issue was the shipping.  for starters, the amazon shipping date was for only the tabletop :(  The legs came several weeks later so you can imagine how frustrating I was.  When i called flexispot customer support I kept getting a busy signal and it took 1-2 hours to speak with someone.The worst customer service ever, on top of that they told me the Table top would arrive in a few weeks (which it did) but I needed the desk for work way sooner and this set me back bad.Strongly recommend buying from another company.",15/01/2024,United States
R1JE4JTVI7UZF3,2,"I've bought 2 of these in 8 months - each time, the fabric by the wrist support has come loose, and the gel has started coming out. The first time, I thought it was just a one-off, so I gave it another chance because it's a comfy mat. But the second one has just burst as well. Really annoyed that I wasted money on these.",19/04/2024,United Kingdom
R1JFEWRU6C6YC7,2,It’s not good or bad. It’s okay.The spray machines work a lot better.,06/12/2023,United Kingdom 
R1JIIKQR0TNX0H,3,"Arrived ok but no battery or Charger , so how are you suppose to try it out ?",06/08/2024,United Kingdom 
R1JIXSWQIIQL65,2,"Good sound for the price. Nice compact size. Unfortunately, after testing it out on the first day it no longer works. The main speaker (with the volume control) Emits audio sound, just a buzzing / humming sound like if you plug a piece of music equipment into the wrong hole. The other speaker sounds perfect. Not sure what the problem is.",27/03/2023,United Kingdom
R1JJ2I2905QOIE,1,bad smell,20/05/2021,United Kingdom 
R1JKT6BUPOCEPG,2,"As a replacement for Tabac, a disappointment.As a stand-alone product, disappointing.The first two aftershave applications were promising. I thought I was onto a winner. Then the scent seemed to weaken  and has continued weak to the point where I’m using it as a deodorant spray just to use it  up.If it had any lasting fragrance , then people around me would be overwhelmed, the amount I put on!  To be fair it may be to do with skin types affecting the fragrance, but I wouldn’t buy it again.",17/11/2024,United Kingdom 
R1JLIJS23MWVI3,2,"Drill bit broke on first use, weak, could not drill through the wood quickly and efficiently. Would return if I could.",01/12/2021,United Kingdom 
R1JMJT4WAJYOQJ,2,"Drill initially OK, however after 9 months of light use the battery has failed; showing continuous green light when on charge, however fails to charge. Replacement battery expensive at 50% of the original drill price. Disappointed.",05/07/2020,United Kingdom 
R1JO2LZID6NW3A,2,"As alluded to above, this is great for making things wet.You point the nozzle at whatever you want to get wet, and pull the trigger. Water comes out of the nozzle.If that’s all you require, then this product will not disappoint you.From my own perspective however, I was looking for something which would remove dirt.Unfortunately, even if you turn up to the maximum pressure, and literally hold the nozzle millimetres away from the surface, it will not remove any dirt whatsoever.From that point of view then, totally useless.As I say, if all you need to do is wet something, this does that job adequately.Although, just as a tip, you can achieve that objective by wringing out a damp dishcloth over the object.Just as effective, and much more cost efficient.Hope that helps?",07/05/2023,United Kingdom 
R1JP2SQ9QLXTV7,1,Smells nothing like the dupe it’s supposed to.Absolutely disgusting start smell and doesn’t last more than 5 mins on the skin. Thank goodness because it’s awful.,23/10/2020,United Kingdom 
R1JPYXBYV6TJPA,1,"Bought this as was cheaper than a 2nd monitor for my work laptop and had no extra smart functions I wouldn't use but had hdmi connection.First thing I noticed was the weight : it's very light even in the box.On taking it out of the wrapping the build is very flimsy. Again, as a spare monitor for work that's not an issue. But it feels cheap.When I turned it on, there was some discolouration on the left hand side and when I looked at it, the left hand side of the screen is curved whilst the right hand side is straight. Can't tell if it's a manufacturing fault or the way it's been handled to get to me. But it means the screen is warped.Tried to turn it off with the remote, and the light flickers indicating a signal but the TV stays on. All other remote functions appear to work. A quick Google indicates that this might be a common issue.All in all it's a cheap TV that'll be used for work only, but if I'd bought it for use as an actual TV I'd be asking for my money back and paying the extra for a better made one.Updated review after 6 weeks. TV randomly switches from HDMI1 to HDMI2, even if only one has a cable in. Doesn't always acknowledge the Hdmi cable anyway so can take 5 minutes of fiddling and switching source to get a picture.Save your money, if it wasn't such a pain to return now Amazon has removed most of my local prop off points I'd be getting a refund.",21/06/2023,United Kingdom 
R1JRGCRIWCOE8L,3,Too wet.,14/12/2023,United Kingdom
